query,batch_index,index_of_audio_output_tensor),audio_file_name,similarity_score_by_model,user_relevance_score
A loud explosion sound which gradually getting less intense,3313,542,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Galactic signal 3.wav,0.2768,1
A loud explosion sound which gradually getting less intense,3313,31,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/The Big Circle.wav,0.2766,1
A loud explosion sound which gradually getting less intense,3313,62,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Ext-amb_park_late-fall_distant-gun-shot_Distant-Child-shouting.wav,0.2704,1
A loud explosion sound which gradually getting less intense,3313,261,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/howling_wind.wav,0.2701,1
A loud explosion sound which gradually getting less intense,3313,555,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/fs_brokenMixer302-2.wav,0.2697,1
A loud explosion sound which gradually getting less intense,3313,71,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/A Growing Thunderstorm.wav,0.2688,1
A loud explosion sound which gradually getting less intense,3313,366,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/thaitrain.wav,0.2672,1
A loud explosion sound which gradually getting less intense,6425,912,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20100410.almunecar.surf.wav,0.2598,1
A loud explosion sound which gradually getting less intense,6425,653,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/stone_well.wav,0.2574,1
A loud explosion sound which gradually getting less intense,6425,419,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/T156 Activity 2.2.wav,0.2534,1
A loud explosion sound which gradually getting less intense,6425,363,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Acid_lake-Dallol.wav,0.2534,1
A loud explosion sound which gradually getting less intense,6425,888,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Cruiseship - outside, night.wav",0.2527,1
A loud explosion sound which gradually getting less intense,6425,390,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/SYnth_NoisesAX8.wav,0.249,1
A loud explosion sound which gradually getting less intense,6425,947,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Gazpoile_long.wav,0.2469,1
A loud explosion sound which gradually getting less intense,6425,761,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Cruiseship - passenger library.wav,0.2426,1
A loud explosion sound which gradually getting less intense,6425,580,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/CONTACT MIC BOILING WATER 01.wav,0.2421,1
A loud explosion sound which gradually getting less intense,6425,924,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/creaky boxcars.wav,0.2415,1
A loud explosion sound which gradually getting less intense,2837,611,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Hiss of a Tilley pressurised paraffin (kerosene) lamp.wav,0.2409,1
A loud explosion sound which gradually getting less intense,2837,52,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Budds Landing Maryland Night 1.wav,0.2395,1
A loud explosion sound which gradually getting less intense,2837,289,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/sand falling on paper.wav,0.2391,1
A loud explosion sound which gradually getting less intense,2837,568,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/tornado day 1.wav,0.2375,1
A loud explosion sound which gradually getting less intense,2837,159,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rolling Wind - looping.wav,0.2365,1
A loud explosion sound which gradually getting less intense,2837,634,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Gentle Waves Peeling Left To Right 2.wav,0.2357,1
A loud explosion sound which gradually getting less intense,2837,583,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Atlantic Ocean Waves.wav,0.234,1
A loud explosion sound which gradually getting less intense,2837,226,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/startupjetengine.wav,0.2336,1
A loud explosion sound which gradually getting less intense,2837,208,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/fountain.wav,0.2321,1
A loud explosion sound which gradually getting less intense,2837,348,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Storm Ambience.wav,0.2249,1
Rain falling in the background with a knocking noise in the foreground,5525,785,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Hail 1.wav,0.5133,6
Rain falling in the background with a knocking noise in the foreground,5525,630,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/spring, road.wav",0.4954,9
Rain falling in the background with a knocking noise in the foreground,5525,533,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Thunder burst with rain.wav,0.4926,5
Rain falling in the background with a knocking noise in the foreground,5525,710,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/End of rain 090707.wav,0.488,5
Rain falling in the background with a knocking noise in the foreground,5525,335,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Barn_Door_Wind_001.wav,0.4879,4
Rain falling in the background with a knocking noise in the foreground,5525,1029,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Swim Meet.wav,0.4417,5
Rain falling in the background with a knocking noise in the foreground,5525,447,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/130915 - Exterior-Hard Rain - Door - Thunder - Metal Lawn Furniture.wav,0.4254,6
Rain falling in the background with a knocking noise in the foreground,5525,453,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/laundry.machine.wav,0.4225,2
Rain falling in the background with a knocking noise in the foreground,5525,122,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain Outside window from the indoor version.wav,0.4147,7
Rain falling in the background with a knocking noise in the foreground,5525,417,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Storm coming.wav,0.407,8
Rain falling in the background with a knocking noise in the foreground,1115,244,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain on awning, canopy.wav",0.3974,10
Rain falling in the background with a knocking noise in the foreground,1115,816,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/07 storm - orage.wav,0.3937,8
Rain falling in the background with a knocking noise in the foreground,1115,614,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20091225.rain.01.wav,0.3926,8
Rain falling in the background with a knocking noise in the foreground,1115,681,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/crossing the river.wav,0.383,5
Rain falling in the background with a knocking noise in the foreground,1115,73,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Gentle Rain on Concrete.wav,0.3652,3
Rain falling in the background with a knocking noise in the foreground,1115,154,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/spring rain in the woods.wav,0.3559,6
Rain falling in the background with a knocking noise in the foreground,1115,113,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain hitting leafs.wav,0.3483,6
Rain falling in the background with a knocking noise in the foreground,1115,639,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/rain.wav,0.3454,6
Rain falling in the background with a knocking noise in the foreground,1115,813,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/15_Rain_Ocean_HeavierLighter_44_16.wav,0.3444,5
Rain falling in the background with a knocking noise in the foreground,1115,903,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20110423_heavy.rain.wav,0.3424,5
Rain falling in the background with a knocking noise in the foreground,9557,348,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Storm Ambience.wav,0.3362,4
Rain falling in the background with a knocking noise in the foreground,9557,986,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/walking-wooden-bridge-fall-leafs-creek.wav,0.3355,1
Rain falling in the background with a knocking noise in the foreground,9557,107,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain Loop with Low-Cut Filter.wav,0.3352,4
Rain falling in the background with a knocking noise in the foreground,9557,810,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/tin cans wind 1 - 16.1.11.wav,0.3335,3
Rain falling in the background with a knocking noise in the foreground,9557,673,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain on Window.wav,0.327,10
Rain falling in the background with a knocking noise in the foreground,9557,729,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/rain.gutter.wav,0.326,3
Rain falling in the background with a knocking noise in the foreground,9557,240,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/27 hn_birdspecking.wav,0.3224,4
Rain falling in the background with a knocking noise in the foreground,9557,211,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/LightRaininPinesMarch302013.wav,0.3222,9
Rain falling in the background with a knocking noise in the foreground,9557,413,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Freezing Rain.wav,0.322,5
Rain falling in the background with a knocking noise in the foreground,9557,930,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Creacking Oak 6bft  SHORT 130418_00.wav,0.3208,4
Rain falling in the background with a knocking noise in the foreground,7382,88,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Lluvia 1.wav,0.3208,5
Rain falling in the background with a knocking noise in the foreground,7382,74,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain_Falling_On_Umbrella.wav,0.318,5
Rain falling in the background with a knocking noise in the foreground,7382,1,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Tires car without an engine.wav,0.3178,5
Rain falling in the background with a knocking noise in the foreground,7382,180,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/08-Garage Opening-consolidated.wav,0.3024,1
Rain falling in the background with a knocking noise in the foreground,7382,560,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Terminal2.wav,0.3022,1
Rain falling in the background with a knocking noise in the foreground,7382,601,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/food_prep_1_cw.wav,0.3021,1
Rain falling in the background with a knocking noise in the foreground,7382,197,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain_under_tree.wav,0.3003,5
Rain falling in the background with a knocking noise in the foreground,7382,136,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/AlleyWater.wav,0.2998,3
Rain falling in the background with a knocking noise in the foreground,7382,942,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/smallgrocery.wav,0.2969,1
Rain falling in the background with a knocking noise in the foreground,7382,561,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Forest9.wav,0.2938,3
Rain falling in the background with a knocking noise in the foreground,3448,716,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain_thunder-20120406-154324.wav,0.2909,5
Rain falling in the background with a knocking noise in the foreground,3448,737,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/FOLEY_Ext_Garbage_Hauling_001.wav,0.2907,3
Rain falling in the background with a knocking noise in the foreground,3448,76,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/elevator sequence ambience door opens closes descends door opens.wav,0.2886,1
Rain falling in the background with a knocking noise in the foreground,3448,971,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Rain recording.wav,0.2884,5
Rain falling in the background with a knocking noise in the foreground,3448,270,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20150330_02.soft.wind.day.MS.wav,0.287,6
Rain falling in the background with a knocking noise in the foreground,3448,712,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/080809_05_FontanaKoblerov.wav,0.2845,6
Rain falling in the background with a knocking noise in the foreground,3448,58,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Living Minute - Winter Thaw.wav,0.2716,6
Rain falling in the background with a knocking noise in the foreground,3448,708,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/0211_170236 walk downstairs.wav,0.2715,1
Rain falling in the background with a knocking noise in the foreground,3448,894,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/street works_pressure_low rumble.wav,0.2708,1
Rain falling in the background with a knocking noise in the foreground,3448,245,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Fireplace.wav,0.2701,1
Sheep bleat to one another while children talk,7694,302,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/miniature goats and sheep.wav,0.5472,10
Sheep bleat to one another while children talk,7694,725,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Spring Lambs at Middle Hulme Farm Near Meerbrook.wav,0.3465,6
Sheep bleat to one another while children talk,7694,196,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Crowd Atmos.wav,0.3154,5
Sheep bleat to one another while children talk,7694,191,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/sw_PoultryBarn_cs8049.wav,0.3005,3
Sheep bleat to one another while children talk,7694,165,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20100422.castril.playground.wav,0.2859,5
Sheep bleat to one another while children talk,7694,2,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/trenecito_maqueta.wav,0.2793,1
Sheep bleat to one another while children talk,7694,475,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/big pit winder.wav,0.2599,1
Sheep bleat to one another while children talk,7694,105,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Otari Walk.wav,0.2559,5
Sheep bleat to one another while children talk,7694,436,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20130406_tourists.06.wav,0.2531,3
Sheep bleat to one another while children talk,7694,997,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/lama2.wav,0.2521,1
Sheep bleat to one another while children talk,3851,252,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/yorkminsterBaptistChurch StClair.wav,0.2492,1
Sheep bleat to one another while children talk,3851,603,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20121014_boat_tour_01.wav,0.2478,3
Sheep bleat to one another while children talk,3851,820,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/schoolyard.wav,0.2407,5
Sheep bleat to one another while children talk,3851,814,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/AMBIENCE- night time crickets insects wild sound (SFX).wav,0.2387,1
Sheep bleat to one another while children talk,3851,351,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/hort.wav,0.2291,5
Sheep bleat to one another while children talk,3851,973,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Pardelas.wav,0.2178,3
Sheep bleat to one another while children talk,3851,598,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Hunebed D27 Borger.wav,0.2072,5
Sheep bleat to one another while children talk,3851,864,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/mall  loud voices.wav,0.2057,2
Sheep bleat to one another while children talk,3851,727,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/2013622thunder.wav,0.2033,4
Sheep bleat to one another while children talk,3851,68,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/kids.wav,0.2032,5
Sheep bleat to one another while children talk,6392,462,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/02-Bakken_Rollercoaster.wav,0.1987,4
Sheep bleat to one another while children talk,6392,931,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Walking On Dry Leaves Normalised.wav,0.1845,1
Sheep bleat to one another while children talk,6392,146,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Dogs barking from barn in distance in the morning.wav,0.1842,1
Sheep bleat to one another while children talk,6392,922,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/harmonics.wav,0.1816,1
Sheep bleat to one another while children talk,6392,421,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Santa Motor.wav,0.1792,1
Sheep bleat to one another while children talk,6392,1000,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/a boy and 2 pigs.wav,0.1787,3
Sheep bleat to one another while children talk,6392,800,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/walking-gravel.wav,0.1773,1
Sheep bleat to one another while children talk,6392,941,"/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Footsteps, Dry Leaves, G.wav",0.1728,1
Sheep bleat to one another while children talk,6392,783,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/crunchy_steps.wav,0.1727,1
Sheep bleat to one another while children talk,6392,112,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Bees Collingwood.wav,0.1673,1
Sheep bleat to one another while children talk,6065,582,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Walking shingle beach.wav,0.1671,1
Sheep bleat to one another while children talk,6065,510,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/crickets cicadas frogs.wav,0.1645,1
Sheep bleat to one another while children talk,6065,368,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Manipulated Sink Water Sound.wav,0.1613,1
Sheep bleat to one another while children talk,6065,522,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/water_vipS.wav,0.1606,1
Sheep bleat to one another while children talk,6065,269,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Eerie Shimmer.wav,0.1602,1
Sheep bleat to one another while children talk,6065,549,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/05769 carpenter&#39;s workshop ambience.wav,0.1595,1
Sheep bleat to one another while children talk,6065,644,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/releasing_water_into_sink_and_draining.wav,0.1589,1
Sheep bleat to one another while children talk,6065,566,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Marcher_feuilles.wav,0.158,1
Sheep bleat to one another while children talk,6065,429,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/boy becomes seagull 20.3.11.wav,0.1567,4
Sheep bleat to one another while children talk,6065,680,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Evening Glade.wav,0.1556,1
Sheep bleat to one another while children talk,5124,724,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Heat duct .wav,0.154,1
Sheep bleat to one another while children talk,5124,683,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/451__mikejedw__bong2_variant#2.wav,0.1525,1
Sheep bleat to one another while children talk,5124,496,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Garden ambience.wav,0.1523,1
Sheep bleat to one another while children talk,5124,685,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Wood Steps.wav,0.152,1
Sheep bleat to one another while children talk,5124,990,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Broom_Bear_Street_Sweeper_Roadwork.wav,0.1513,1
Sheep bleat to one another while children talk,5124,1025,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Kauai Sunrise.wav,0.1499,1
Sheep bleat to one another while children talk,5124,602,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/invexdpo.wav,0.1491,1
Sheep bleat to one another while children talk,5124,607,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Street Ambient (Spain) .wav,0.1477,3
Sheep bleat to one another while children talk,5124,890,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Balloon Game at Arlington Heights Carnival.wav,0.1473,3
Sheep bleat to one another while children talk,5124,824,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/STE-039 trevi fountain at night.wav,0.1447,1
A metallic object bouncing off of a glass object,6862,213,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Drawer_handle_clap_OWI.wav,0.5174,4
A metallic object bouncing off of a glass object,6862,29,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/junk_box001.wav,0.4913,10
A metallic object bouncing off of a glass object,6862,1019,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/hostpital-automatic-bed.wav,0.484,6
A metallic object bouncing off of a glass object,6862,782,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Unseathing &amp; Wobble.wav,0.4726,1
A metallic object bouncing off of a glass object,6862,574,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Metallic Lingo.wav,0.4684,8
A metallic object bouncing off of a glass object,6862,839,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20091217.18.chains.wav,0.459,3
A metallic object bouncing off of a glass object,6862,488,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Drop Coin into Glass.wav,0.4551,10
A metallic object bouncing off of a glass object,6862,224,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Foley bullet hit metal pipe.wav,0.4484,1
A metallic object bouncing off of a glass object,6862,604,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/RemoteControl.Antique.Zenith.wav,0.4426,1
A metallic object bouncing off of a glass object,6862,753,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Metal spoon on china plate.wav,0.4277,1
A metallic object bouncing off of a glass object,6693,442,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Glass Dishes.wav,0.4221,4
A metallic object bouncing off of a glass object,6693,1024,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Blade Big.wav,0.4191,1
A metallic object bouncing off of a glass object,6693,311,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Opening and Closing Bolt Door.wav,0.4085,1
A metallic object bouncing off of a glass object,6693,40,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/fallingrice1.wav,0.4014,1
A metallic object bouncing off of a glass object,6693,129,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/a flag is waving at the pole.wav,0.4014,1
A metallic object bouncing off of a glass object,6693,39,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/ClinkingGlass.wav,0.4001,4
A metallic object bouncing off of a glass object,6693,908,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/sharp smashing ice.wav,0.3955,1
A metallic object bouncing off of a glass object,6693,531,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Metallic  Gate.wav,0.3941,1
A metallic object bouncing off of a glass object,6693,635,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Cafeteria Ambience.wav,0.388,1
A metallic object bouncing off of a glass object,6693,192,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Glass jar on board.wav,0.3815,1
A metallic object bouncing off of a glass object,8183,397,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20080505_1309unlock_doors.wav,0.3724,1
A metallic object bouncing off of a glass object,8183,882,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/20 bottles nt 2_10.wav,0.3686,1
A metallic object bouncing off of a glass object,8183,837,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/vending machine action.wav,0.3668,1
A metallic object bouncing off of a glass object,8183,624,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/box of valves.wav,0.3575,1
A metallic object bouncing off of a glass object,8183,889,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/md1trk22.wav,0.3553,1
A metallic object bouncing off of a glass object,8183,960,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/toy rattle 2.wav,0.3551,1
A metallic object bouncing off of a glass object,8183,987,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Glass Bottles rattle and chink.wav,0.3524,4
A metallic object bouncing off of a glass object,8183,564,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/adw018raw.wav,0.3472,1
A metallic object bouncing off of a glass object,8183,1018,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/village bar.wav,0.3446,1
A metallic object bouncing off of a glass object,8183,460,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Glass bottles in and out of a basket.wav,0.3445,4
A metallic object bouncing off of a glass object,8480,812,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/dishes rattle.wav,0.3441,4
A metallic object bouncing off of a glass object,8480,89,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Grinding sugar.wav,0.3417,1
A metallic object bouncing off of a glass object,8480,284,/Users/dilipharish/Master-Thesis/dh-freesound-crossmodal-search/data/audio/evaluation/Bounce-MagnetAndNail.wav,0.3403,1
